"1","2","3","4","5"
1,0.792755377466121,0.198732040329837,5.56529482149318e-05,0
1,0.812171299774605,0.216003005259204,0.000187828700225394,0
1,0.830335030748254,0.234025284989472,0.000445223585719453,0
1,0.847288310098227,0.252743226572428,0.000869577315858307,0
1,0.863072877535687,0.272101177059855,0.00150262960180316,0
1,0.877730472771795,0.292043483503539,0.0023861201547152,0
1,0.891302835517712,0.312514492955264,0.00356178868575563,0
1,0.903831705484598,0.333458552466817,0.00507137490608564,0
1,0.915358822383616,0.354820009089981,0.00695661852686646,0
1,0.925925925925926,0.376543209876543,0.00925925925925926,0
1,0.93557475582269,0.398572501878287,0.0120210368144252,0
1,0.944347051785068,0.420852232146998,0.0152836909035256,0
1,0.952284553524223,0.443326747734461,0.0190889612377216,0
1,0.959429000751315,0.465940395692462,0.0234785875281743,0
1,0.965822133177505,0.488637523072785,0.028494309486045,0
1,0.971505690513955,0.511362476927215,0.0341778668224949,0
1,0.976521412471826,0.534059604307538,0.0405709992486852,0
1,0.980911038762278,0.556673252265539,0.0477154464757771,0
1,0.984716309096474,0.579147767853002,0.0556529482149317,0
1,0.987978963185575,0.601427498121713,0.0644252441773103,0
1,0.990740740740741,0.623456790123457,0.074074074074074,0
1,0.993043381473133,0.645179990910018,0.0846411776163843,0
1,0.994928625093914,0.666541447533183,0.096168294515402,0
1,0.996438211314244,0.687485507044736,0.108697164482288,0
1,0.997613879845285,0.707956516496462,0.122269527228205,0
1,0.998497370398197,0.727898822940145,0.136927122464312,0
1,0.999130422684142,0.747256773427572,0.152711689901773,0
1,0.999554776414281,0.765974715010528,0.169664969251746,0
1,0.999812171299775,0.783996994740797,0.187828700225395,0
1,0.999944347051785,0.801267959670164,0.207244622533879,0
1,0.999993043381473,0.817731956850414,0.22795447588836,0
1,1,0.833333333333333,0.25,0
1,1,0.84803034940776,0.273395108105852,2.78264741074655e-05
1,1,0.861836918310748,0.29804240754654,0.000222611792859728
1,1,0.874780866516404,0.32381667918858,0.000751314800901576
1,1,0.886890020498836,0.350592703898489,0.00178089434287782
1,1,0.898192206732152,0.378245262542783,0.00347830926343323
1,1,0.908715251690458,0.406649135987979,0.00601051840721261
1,1,0.918486981847864,0.435679105100593,0.0095444806188608
1,1,0.927535223678475,0.465209950747141,0.0142471547430225
1,1,0.935887803656399,0.49511645379414,0.0202854996243426
1,1,0.943572548255744,0.525273395108106,0.0278264741074658
1,1,0.950617283950617,0.555555555555556,0.037037037037037
1,1,0.957049837215127,0.585837716003005,0.048084147257701
1,1,0.962898034523379,0.615994657316971,0.0611347636141024
1,1,0.968189702349482,0.64590116036397,0.0763558449508864
1,1,0.972952667167543,0.675432006010518,0.0939143501126972
1,1,0.97721475545167,0.704461975123132,0.11397723794418
1,1,0.98100379367597,0.732865848568328,0.13671146728998
1,1,0.98434760831455,0.760518407212622,0.162283996994741
1,1,0.987274025841519,0.787294431922531,0.190861785903108
1,1,0.989810872730983,0.813068703564572,0.222611792859727
1,1,0.99198597545705,0.83771600300526,0.257700976709242
1,1,0.993827160493827,0.861111111111111,0.296296296296296
1,1,0.995362254315422,0.883128808748644,0.338564710465537
1,1,0.996619083395943,0.903643876784373,0.384673178061608
1,1,0.997625474209496,0.922531096084815,0.434788657929154
1,1,0.99840925323019,0.939665247516487,0.48907810891282
1,1,0.998998246932131,0.954921111945905,0.54770848985725
1,1,0.999420281789428,0.968173470239586,0.610846759607091
1,1,0.999703184276187,0.979297103264046,0.678659877006985
1,1,0.999874780866516,0.9881667918858,0.751314800901578
1,1,0.999962898034524,0.994657316971367,0.828978490135516
1,1,0.999995362254316,0.998643459387261,0.911817903553441
1,1,1,1,1
