"1","2","3","4","5"
0,0,0,0,0
0.0881820964465592,0.00135654061273896,4.63774568457764e-06,0,0
0.171021509864485,0.00534268302863344,3.71019654766211e-05,0,0
0.248685199098422,0.0118332081141998,0.000125219133483596,0,0
0.321340122993016,0.0207028967359546,0.000296815723812969,0,0
0.38915324039291,0.0318265297604141,0.000579718210572205,0,0
0.45229151014275,0.0450788880540946,0.00100175306786877,0,0
0.51092189108718,0.0603347524835128,0.00159074676981013,0,0
0.565211342070846,0.0774689039151849,0.00237452579050375,0,0
0.615326821938392,0.0963561232156273,0.0033809166040571,0,0
0.661435289534463,0.116871191251357,0.00463774568457764,0,0
0.703703703703704,0.138888888888889,0.00617283950617284,0,0
0.742299023290759,0.162283996994741,0.00801402454295016,0,0
0.777388207140273,0.186931296435429,0.0101891272690171,0,0
0.809138214096892,0.212705568077469,0.012725974158481,0,0
0.837716003005259,0.239481592787378,0.0156523916854495,0,0
0.86328853271002,0.267134151431672,0.01899620632403,0,0
0.88602276205582,0.295538024876868,0.02278524454833,0,0
0.906085649887303,0.324567993989481,0.0270473328324568,0,0
0.923644155049114,0.35409883963603,0.031810297650518,0,0
0.938865236385898,0.384005342683029,0.0371019654766211,0,0
0.951915852742299,0.414162283996995,0.0429501627848735,0,0
0.962962962962963,0.444444444444444,0.0493827160493827,0,0
0.972173525892534,0.474726604891894,0.0564274517442562,0,0
0.979714500375657,0.50488354620586,0.0641121963436013,0,0
0.985752845256977,0.534790049252859,0.0724647763215256,0,0
0.990455519381139,0.564320894899407,0.0815130181521366,0,0
0.993989481592787,0.593350864012021,0.0912847483095417,0,0
0.996521690736567,0.621754737457217,0.101807793267848,0,0
0.998219105657122,0.649407296101511,0.113109979501164,0,0
0.999248685199098,0.67618332081142,0.125219133483596,0,0
0.99977738820714,0.70195759245346,0.138163081689252,0,0
0.999972173525892,0.726604891894148,0.15196965059224,0,0
1,0.75,0.166666666666667,0,0
1,0.77204552411164,0.182268043149586,6.95661852686648e-06,0
