"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225"
NA,-7.5366754597207,-17.0941511897248,-27.9043519852413,-38.0598667546522,-48.4719772479219,-35.7016275818746,-53.8409364925672,-68.9642708371506,-65.281097304245,-63.4964818371278,-82.3546476145156,-83.502719424188,-86.5727065480014,-91.9645289201906,-22.3389764869371,-30.2406373576573,-37.6882207219456,-45.0398006607148,-53.3210341131451,-63.4816427576173,-65.4006639116732,-62.7675124575096,-56.5298498688047,-74.9001152225909,-75.9769600290309,-92.8291631358575,-95.2088985376278,-99.3734301283512,-105.056729147069,-39.8468567553484,-31.6115573172008,-40.5778424626446,-49.7633037234621,-59.8328325560427,-62.2412808068515,-71.1633692229086,-83.6139392754282,-71.8034602968578,-77.2532036840849,-88.8837422406947,-94.2271693785441,-103.000358992413,-85.4827626034286,-97.4908501917239,-39.7195223632723,-49.354626581268,-58.7461835596765,-50.6692894458142,-62.1050013021635,-68.4414558424101,-76.4936616768951,-88.2757736456646,-79.2524865627081,-86.743533292043,-97.934006976346,-105.083943300149,-97.1726793436227,-101.57074330717,-108.337444420667,-47.9492397359649,-55.47711036742,-63.8159126379247,-72.6536546097941,-70.1125119658569,-74.4182729576893,-83.4026104049245,-72.5271783842353,-89.2500574313745,-96.9121803732132,-97.9670606586602,-97.0633458569746,-106.550865053866,-105.598542188241,-111.675779539771,-66.7231605836343,-68.4638884508406,-74.8610363298401,-82.4869726787768,-77.0946690102079,-82.3012113256346,-103.731359626463,-89.7455110918881,-107.780783459212,-98.8933718474549,-100.780499444513,-117.259442985121,-110.030101978501,-113.142426796947,-108.587288698066,-67.8904309121922,-63.0545985118094,-73.5765812132105,-85.4557760637714,-83.6484966664775,-93.702299525306,-91.8397471448747,-100.338780465827,-95.8771451270752,-107.860854483988,-107.035272804648,-110.334621237688,-109.955220494811,-113.597556221721,-106.144884169164,-77.3410520655857,-78.7411634881078,-89.2263153372732,-87.7399202313931,-97.3024510369072,-93.1282702519075,-106.311850611085,-108.542452272635,-114.618765612327,-113.854719261964,-105.746739090561,-124.202912453821,-118.809123898104,-117.420599206889,-121.377040108293,-78.7569462872559,-69.9648082983645,-89.5045088113162,-90.3810676538199,-91.2750533418281,-103.828162492976,-106.308236066206,-108.762218540761,-112.904367335281,-109.717488147825,-115.700529949353,-120.065669587375,-119.853850968762,-123.681120969996,-126.286749686727,-100.0071094727,-87.9809848754388,-88.6458119251567,-97.1851982403403,-110.164998725737,-105.842528231729,-109.299848071944,-113.402537759048,-112.584341503937,-123.172847329225,-123.17149314666,-121.825581460921,-126.184975377739,-115.404019766686,-121.239122733352,-97.3193575645149,-108.050587032324,-112.439992667997,-114.253306777346,-112.421831138826,-122.090330194435,-116.607649714022,-118.004322822978,-125.865075749887,-126.015372430046,-128.156685559757,-128.730053056932,-125.272959080557,-125.17316505294,-122.65882786303,-104.063014270795,-112.777417289166,-119.675463275973,-106.519376362304,-117.754714948188,-112.533126379082,-123.862126039938,-123.831491402861,-127.459318888839,-123.504090789186,-129.718740960495,-128.255078117523,-128.75316122222,-127.780370542293,-130.6527983086,-117.574787363539,-98.98655527727,-112.747518623767,-124.401419500573,-122.28492486769,-123.337266192645,-129.681080001063,-132.45484573658,-132.612861624447,-129.590511582916,-139.569961351629,-136.443182173676,-132.391633065419,-134.867698473322,-125.749801723769,-105.700043957942,-104.407778198993,-121.363367984716,-127.895494648095,-130.881264497856,-138.469080614958,-133.105937611069,-132.937604367334,-127.512645825497,-136.927687641968,-138.056451507533,-127.255194273497,-131.663225764481,-134.56220296628,-133.796540536499,-123.016596122046,-127.227795888704,-137.396072308867,-131.816385335802,-133.258120848721,-124.489064200747,-137.264381203651,-135.423049164308,-131.828810471068,-132.103121466817,-142.121585921861,-122.276379642972,-132.408280188967,-142.874786931187,-130.155476659074
-7.5366754597207,NA,-13.3715166935481,-23.2083004360153,-32.724335620515,-43.1434157165419,-31.7990837524956,-48.4901881986005,-42.0673098634007,-59.8890929702551,-57.9018561353261,-76.9923082812141,-77.9874255078319,-80.8298056095322,-85.8273823278727,-22.4100544726118,-23.7908617973977,-31.3488863835779,-38.8988612066346,-47.4319456910062,-57.9263376060023,-58.8608363383676,-57.4103806777267,-50.5898560037983,-69.46421236492,-70.0140871121923,-87.450139840819,-89.5114225893019,-93.3344214363142,-98.7517406968388,-36.6758844381144,-26.8268730838761,-35.1999364068362,-44.1786547429879,-54.3045618457916,-55.4776996446965,-64.9622823992237,-77.9537819742016,-66.5998279165287,-70.0567195399469,-83.1689952662166,-87.8561796940412,-96.1405585090322,-77.1985928026866,-89.785223678538,-32.4215323149862,-42.2128459442772,-51.7794673458702,-45.8846052124894,-56.5897073858075,-61.2093088707587,-69.980309242703,-82.330219215695,-73.8745805068998,-79.7586585746253,-92.0768896267924,-98.6474964945284,-91.7947732878143,-95.3305244851531,-101.702273897024,-39.9065937922776,-47.6683651102403,-56.3244194286444,-65.4809280822253,-62.1685685679245,-67.1202829094032,-76.8892579707325,-68.4765230965054,-81.6470805492537,-90.5411906887103,-89.9244147149729,-91.1004729401359,-99.6553250187902,-97.5558962445539,-103.828260214284,-58.9614918510259,-60.3786958067051,-66.9333130299166,-74.8287806891786,-69.1507256122754,-75.0690643539832,-95.6940511410649,-84.2302171755321,-91.4190639492946,-93.5266208929918,-94.5402806224967,-111.797533191796,-104.605596546052,-107.285309447394,-103.193054851014,-62.1203321345336,-54.0865506587744,-66.423405797573,-78.7045206267556,-78.0638476860033,-86.6138937378828,-86.3244532285186,-93.4587386623648,-88.1715186138892,-101.821845791951,-99.1571724833504,-103.963631553185,-102.077120173513,-107.456616767641,-98.4392576559782,-70.229583235711,-70.9324182309281,-81.8391170252069,-79.998820537591,-90.1297245093384,-85.97509483627,-98.1803083583727,-100.966631819478,-90.5389977157064,-107.99760191241,-99.7838661737219,-118.741002660496,-113.280853187853,-112.050450705297,-115.603291444427,-71.3560358978619,-66.0622644689855,-83.1651744729485,-82.7305743546352,-86.256444834445,-96.429161387438,-98.499490809026,-100.719572597074,-106.133630576549,-103.754615230986,-107.699140045688,-113.694679902872,-112.433131504993,-115.745360644013,-118.192940834778,-91.9725284752767,-81.6499800146027,-83.4287946478748,-91.8496671062032,-104.576423570749,-99.6023094097124,-101.727391348424,-108.010533425058,-107.565732996554,-116.277307294148,-116.391137213247,-115.688434868603,-118.37623012056,-108.278640185592,-113.183932767393,-89.2806135968388,-100.288918299716,-104.57767161323,-106.44848769468,-106.707084164348,-116.711306899397,-110.724497529767,-110.94193344616,-120.36381639764,-120.430723449572,-122.572036579283,-121.127076174812,-118.210569703739,-119.290012868685,-115.505652447393,-96.4397188107997,-104.9725982065,-111.813142221207,-101.823324813078,-112.387963993725,-105.407746797988,-118.346832123582,-117.694344810543,-120.678962955426,-118.485482281803,-121.774797562562,-120.682621394003,-122.512942400204,-119.737724598606,-122.644806446699,-109.508635791952,-95.2639207810933,-107.369612567959,-118.907597622586,-116.934176573724,-117.374393275806,-121.638434057376,-124.646100479401,-124.585439221337,-121.940018283731,-131.438419098917,-131.031659367599,-127.021484563827,-129.339427763071,-119.78692880693,-98.574664376848,-100.505234369614,-114.210192569079,-120.154394954293,-123.072519240677,-133.147383237591,-127.656486771347,-127.488153527612,-119.807019312311,-129.118942384788,-130.315351813731,-118.287146420462,-126.26899191743,-129.137697533831,-124.683579344271,-115.207850864867,-119.283852490772,-129.310879664732,-126.480854201665,-127.922589714584,-120.438408913017,-129.320437805719,-130.087518030171,-126.450904415259,-126.725215411009,-134.098340185799,-113.99220984223,-127.204647808638,-134.851541195125,-122.022772033715
-17.0941511897248,-13.3715166935481,NA,-18.9538360349974,-28.1313479470973,-38.6109374562988,-28.512572571131,-43.8875813505028,-36.8914601047595,-55.2590032295693,-53.3921518782975,-72.4347550102125,-73.2647114031266,-75.9042460801768,-80.599042585978,-24.1122354173777,-23.067180203899,-25.9008278705409,-33.6239966209628,-42.3940077613543,-53.2285719190427,-53.1885336391124,-52.8157085461246,-46.4059090354123,-64.8101335408757,-64.9572937044235,-71.5494788316845,-84.64713467066,-88.1536509665229,-93.3147979795191,-38.2836099847706,-24.7515056430494,-30.5228040118079,-39.4006564627816,-49.6030350144264,-49.6120306755628,-59.624812692808,-73.155862886692,-62.0257677511988,-63.9454029217782,-78.283138431094,-82.3687101997433,-90.1534471783816,-72.8535124721399,-83.1283507806399,-32.8477843194859,-35.9545854974914,-45.6838109688548,-41.5792117058458,-51.8669932811022,-54.877724067218,-64.349418540825,-77.2433551663342,-69.1974481118714,-73.7272295877489,-85.7558495432276,-93.0769663807674,-87.1176408927859,-89.9992644021506,-95.9530655691969,-35.2061005101897,-40.6728344110828,-49.6895624294717,-59.1738888326085,-54.9805949380293,-60.7312516001309,-71.2583672688544,-64.8153208182518,-74.9009826022205,-85.0537211944124,-82.5558541959792,-94.3900511873464,-93.6558879630004,-90.1873357255602,-96.7965654048803,-52.0490515053913,-53.093637576962,-59.832333608879,-68.0236575280275,-61.9627519823803,-68.7374795504425,-88.5257926708187,-79.5075030708268,-85.5533949801608,-88.9247931648126,-89.2090205394941,-98.5903793404012,-99.9843382766641,-102.275704889893,-98.5706313731053,-57.1870002925729,-45.5079558152155,-60.2026751865206,-72.8265259324827,-73.285849405797,-80.3978258465933,-78.8715416718321,-87.4646590547198,-81.5146457159911,-96.64107532216,-92.0721191945632,-98.4761620588868,-94.9920668847262,-105.804184912713,-91.7823847580801,-63.9953679126656,-63.9368875317706,-75.3114807066991,-73.0842071163259,-83.8226852597216,-79.7543642252175,-90.8592598206024,-94.2392827165629,-85.0351271655121,-102.98799735491,-94.7270727659532,-83.1497411895532,-108.579326356488,-95.8642754262425,-110.674585114746,-64.8639323588911,-62.7757532876209,-77.7171159599116,-75.9222617374805,-81.7888578541817,-89.8972252696537,-91.5039601098686,-93.3510120780803,-100.275117203993,-98.6978218232172,-100.408094186095,-115.087948177809,-105.899285563072,-108.602968723795,-110.896257492767,-84.7902175697049,-76.27697752865,-78.9086164684193,-87.2566794327855,-99.8278869566285,-94.2710493267098,-95.0610141339743,-103.380443684372,-103.098146016291,-110.277870238359,-110.542243015371,-110.460095126709,-111.380699421402,-102.774769635397,-105.758315016433,-82.0173353000946,-93.3764779540813,-97.560955986537,-99.4825430402179,-101.821227329225,-100.810645890262,-105.698224280599,-104.881545933617,-109.092700126722,-115.652725169365,-115.370737505067,-114.380978227778,-112.150182191196,-118.184140490691,-109.284921836341,-89.6599240882814,-98.0066535520381,-104.796426594514,-97.5688604120597,-107.786136265546,-99.9038762477934,-113.624118018877,-112.466005068648,-114.83006875755,-114.01789530154,-114.586823932667,-114.016244179553,-117.181682317201,-112.369164079612,-116.170651097429,-102.278545629063,-91.7640046753014,-102.692480172931,-106.327125030904,-112.331569725626,-112.317599868037,-114.269873538382,-117.650569780243,-117.322940044512,-115.131705666577,-124.117370561147,-126.437302778756,-122.441436768647,-101.022767131062,-114.730135399161,-93.0707938266536,-97.2187231882496,-107.989461958026,-113.239781533028,-116.076988541519,-113.696618682717,-122.984728020041,-122.816394776307,-113.150146414413,-122.123411685631,-123.400738392466,-109.708551576903,-121.646568439521,-115.127142907697,-117.257961593311,-108.212320165709,-112.095878860877,-122.025821434989,-121.887866528248,-123.329602041166,-116.777206634764,-122.132464175823,-125.494530356753,-121.773772020231,-122.04808301598,-126.855657638785,-109.647129511683,-122.630587643308,-127.608858648111,-114.463059515435
-27.9043519852413,-23.2083004360153,-18.9538360349974,NA,-24.0657275617605,-34.6506579814116,-25.3804220391427,-39.8148053685889,-33.2365648826388,-51.1656314979254,-49.4683304536461,-68.4563300961288,-69.1002733440867,-71.5637225006762,-76.0090862543531,-27.3491497145917,-24.2764221651997,-24.757504184639,-28.9722778974369,-37.9703938283307,-49.1570203767814,-48.1470552716168,-48.7596115769221,-43.0019149732626,-60.7091357681736,-60.5075886185848,-66.0471015910734,-80.3800887404542,-83.5897294695998,-88.5063800193687,-39.2199965984341,-26.6620103609206,-27.9223914003822,-35.1925929631658,-36.4514687655342,-44.4073723256158,-54.911812619851,-36.7617034380794,-57.9269592698395,-58.7206652612888,-73.9874458237743,-77.5209665982937,-84.8045042303741,-70.2441644953914,-77.4574532246378,-33.0341039322344,-36.1268895754495,-40.2257513844696,-37.6117179461814,-42.7263010798181,-49.2273012424542,-59.3606889856763,-43.9608968443476,-65.0411931247805,-68.4226042959672,-79.7299493564987,-88.1353545168953,-82.3154325560486,-85.3197854808959,-90.8512266135842,-34.0534382157108,-36.9529995674765,-43.6866780579527,-53.5003684714328,-48.2583026088144,-55.0395727353438,-66.2696377137057,-68.5924626396639,-68.7932680654571,-85.4659860836697,-75.5251934239647,-87.7836746803093,-88.319270740132,-83.1566749535457,-90.3486615637088,-49.6085198769376,-46.363587693531,-53.3210236838059,-61.8375124137782,-55.2404596531654,-63.0870567256787,-81.9876574796702,-75.3430650117868,-80.3487366302138,-84.8633387474654,-84.5295416182395,-93.132319756016,-84.4577164517325,-97.8760503064771,-94.4936787241435,-52.8517641201964,-37.3103012595712,-54.7002979459095,-67.58612803084,-64.5527675822967,-74.8226050080295,-72.4610469225292,-82.1226843837067,-75.8437481599891,-92.4060004645396,-85.5213731994742,-93.6284184574371,-88.4413208896372,-99.5060685637068,-86.1114872020781,-58.4085219618343,-57.5263927824679,-69.4123691453607,-66.7744260868357,-78.1491648985459,-74.2519869846065,-84.1032533371246,-88.1334774636556,-80.733697316341,-98.588342771494,-90.2773676801146,-81.3711626408992,-95.4277601075953,-89.0379254046129,-106.355246462781,-59.094738834704,-59.6436027556326,-72.9129977990378,-69.7849362692958,-76.4842325624,-84.0092295040325,-85.0934653605658,-86.3203513060658,-95.0910546037755,-100.437816971159,-93.5115281814007,-108.619475297831,-100.039306000065,-102.018064255128,-104.150709377722,-78.2210923675691,-71.5776895330206,-74.8239062652415,-83.1910590474487,-87.6336995173224,-89.5915704054551,-89.1577258424669,-93.2520529779214,-99.0558107347843,-104.94125301549,-105.385663307742,-105.870138795084,-104.9702046721,-98.4733397862261,-98.66733372486,-75.2838878695343,-87.0783616050752,-91.1536080375605,-93.1212198672406,-97.5255347219056,-95.3082686496511,-101.276783423206,-99.605879167502,-102.984985589959,-106.919643345865,-109.060956475576,-108.273263691015,-106.874515425081,-111.733943047156,-104.782507249821,-83.498705900061,-91.6453303790608,-98.3890786455372,-93.6303251780618,-103.724681848198,-95.6024463986223,-109.459679959837,-107.876048737024,-109.673489049921,-108.713270009758,-107.864531603452,-108.112955888045,-118.213294771869,-105.338503307598,-115.406085101612,-95.6440181817698,-88.361148978706,-98.5362251858398,-100.467145467897,-101.688793483166,-107.867894782198,-107.239212766367,-111.24007503094,-110.573489953455,-108.994380198392,-117.361364077669,-122.4322745198,-104.008959263143,-103.200518572801,-114.534391297615,-88.7693639774826,-94.0865726562614,-102.487084717415,-106.930000503537,-109.666493792217,-108.025721126715,-118.859700942262,-113.20640089409,-107.479248858411,-115.712916936328,-117.090957362976,-101.510897021259,-117.569615790559,-108.989817439512,-110.166980301738,-101.801825416406,-105.373586531662,-115.295771551558,-117.822246142911,-112.2610784133,-113.28571825407,-115.410171846609,-121.428909971416,-117.61751703314,-101.625727419862,-120.149693100813,-107.037781534935,-102.664710344001,-120.902894110139,-107.147545363736
-38.0598667546522,-32.724335620515,-28.1313479470973,-24.0657275617605,NA,-5.86607233257616,-22.2806203684773,-36.1450376612705,-30.2242575305179,-47.4803655589925,-45.8688907304848,-48.2338313556305,-65.3606504742973,-67.6639560828613,-71.9035514614793,-33.003914187346,-27.5602502798389,-26.0598778360679,-27.7666402156545,-34.0235508859446,-35.4840969395563,-43.5971301177735,-45.1159326082014,-39.8836996197142,-57.0316789975314,-56.5027675455237,-61.1341630093205,-76.574335516748,-79.5008633683938,-84.1850666564405,-39.8354206977987,-28.0635574038588,-29.2387838796162,-32.6302359352513,-31.1927326507992,-39.7212652037723,-50.6826419117363,-35.3748115994542,-54.2176079854478,-54.2086377304323,-70.1440576761827,-73.166840468916,-79.9557930387602,-67.878391770321,-72.713034958276,-32.9908261758976,-36.1156037501993,-39.9782609358749,-33.9458522148742,-36.7606903432928,-44.1318278717014,-54.8706051549755,-42.5740050057224,-58.230924942641,-63.6989673383903,-74.1964040748643,-83.6833658420145,-76.1511177235555,-81.1333334101299,-86.2541837684643,-32.1970235482865,-36.0548016051966,-40.647959155853,-48.3254505507116,-41.8341132196406,-49.9288822047616,-61.7795538830049,-62.2705185489438,-63.2219029827804,-79.4742841943293,-68.6013659822949,-81.6210379174821,-83.5062991002138,-76.2328475118759,-84.3547865987378,-48.8565093983274,-44.3086601517476,-47.2625129502992,-56.1351966643713,-48.8162702639915,-57.9915833549259,-75.9393031059023,-71.6034421419974,-75.6626295083703,-81.2156545208466,-80.3430895474734,-88.1750635180372,-78.9461148702539,-93.9483983645411,-79.2282419013832,-52.6314630168561,-30.9506121337673,-49.7873593641566,-62.8443325696517,-58.7274080915576,-69.7532691145767,-66.495436186004,-77.2942145121741,-71.0993298936272,-86.6768521979664,-79.3532241151918,-89.2742923280595,-82.2731718053548,-93.6866453108512,-81.3670689357162,-53.3351808104835,-51.5607820459426,-64.0088459205969,-60.9490665960965,-72.9742469778246,-69.3390484028536,-77.7648901637224,-82.5222798021654,-77.1447315156066,-94.660690829558,-86.2725466070533,-79.3334107073819,-90.1690239928603,-82.9240394314201,-97.0269319603509,-53.9550897784553,-56.5438010849672,-68.6034872295811,-64.2733346878172,-70.0364104997004,-78.6400521674057,-79.1278546240405,-79.396523864396,-90.4366028280671,-94.2751802083322,-86.8122335998562,-102.627773408491,-94.739313845307,-95.8537494226345,-99.101422911775,-72.1251151971699,-67.3794199114245,-71.0675123265073,-79.526648788275,-82.4230420449055,-85.4051183346891,-83.9671476805924,-86.8278635887476,-91.3456986618095,-100.128281375572,-100.772880542653,-101.76460400221,-99.0045939355742,-94.8843739854916,-94.4732295831369,-68.9261244885063,-81.2589383522196,-85.2188450264314,-87.2302819767428,-93.6821465743139,-90.3953300678982,-97.3093714420138,-94.9597568693252,-97.4136205072825,-101.094283855126,-103.235596984837,-102.701898608338,-102.228393126904,-105.740178346639,-104.936981442314,-77.8322240630698,-85.754392488563,-92.4543156344081,-89.9796766065841,-100.07699762158,-92.0134805978879,-105.720057090048,-103.77051394415,-105.060706284832,-102.265447947059,-101.440342214278,-102.922377726171,-112.133215121882,-101.724077426642,-114.251844411933,-89.4637772170263,-85.0274230339823,-94.7852048908284,-95.1671533131391,-94.9894989016217,-103.863073709137,-100.315385324698,-105.274464294415,-104.125667890755,-103.482778616913,-111.023000904267,-105.064597659322,-101.290619333224,-106.230179413529,-115.596982998799,-85.1803981767481,-90.986770985596,-97.5741461356624,-101.104641012798,-103.700883055691,-103.281302860353,-115.150389879589,-107.038251809807,-102.734830592049,-109.747306199802,-111.265597872237,-94.9116097831765,-116.115672187998,-105.599856944937,-108.149766593831,-95.836214679881,-98.9493971424879,-108.973827460837,-114.157835883737,-105.33725097163,-109.90106320372,-108.985982457435,-117.764499712242,-113.866496738129,-100.238835581237,-113.833185759808,-104.672008809864,-101.277818505375,-114.586386769134,-102.153650632514
-48.4719772479219,-43.1434157165419,-38.6109374562988,-34.6506579814116,-5.86607233257616,NA,-18.881685882613,-32.4830739991369,-27.0917627414546,-43.8067767845915,-42.161587801821,-43.4751336537537,-61.6458512256888,-63.7924168234344,-67.8595178786004,-38.8553706644299,-33.3440611935453,-29.4182851472748,-29.4569426466171,-32.9700483584756,-30.5125612660628,-39.1308620073778,-41.4899133687377,-36.5450856534087,-53.3805847473092,-52.5396512405369,-56.3962466162288,-72.8271740452033,-75.4786160594915,-79.941616512811,-41.1826116506216,-29.2143712814551,-30.3381257812659,-33.7362779612329,-27.3271898429483,-35.1402547302537,-46.5291180687432,-33.322780230422,-50.5016435283179,-49.9163679407381,-58.9999566739799,-68.892529019904,-75.1997181420571,-65.1236485128467,-68.4112608520299,-32.9105698635446,-36.0033555067597,-39.9622320136609,-34.7001424308464,-31.0038677376727,-39.1893926946042,-50.4669100838256,-40.5219736366903,-52.057586222066,-59.1293516435184,-68.7555383721342,-79.313352640659,-69.9777790029805,-77.0169335591303,-81.7498205022487,-29.7465405273107,-34.999909713736,-40.1114640886261,-46.0660508852864,-35.3283393864131,-45.0016641874939,-60.9794327000994,-55.9419612854855,-57.8301167331072,-73.5535751198371,-61.3039212564044,-75.4958021288573,-78.8059125428555,-68.9354027859853,-78.4224128437615,-47.9600434011542,-42.8270645932041,-46.1014305191827,-51.6104604937227,-42.3104964307641,-65.307957974238,-69.9726817301462,-67.888642893389,-71.0816190348517,-77.5866722622866,-76.2266896964739,-83.3120728909085,-73.7412572728645,-90.087928308798,-72.7792991542676,-46.7875092840361,-32.3589525289146,-46.8888173077748,-58.1927248151244,-52.9971008293083,-64.7846964601795,-60.5935825896286,-72.5697828310753,-66.7975557873811,-81.0283592857514,-73.195330213925,-86.9760159843115,-76.7706780100731,-89.8574539721547,-80.192581121333,-51.344642702251,-46.168067960468,-58.6992370500867,-55.2187593338471,-67.8935946679534,-75.7154661454855,-71.4286666374874,-77.0116913110582,-73.5983173654691,-90.800220773815,-83.0380921186787,-78.9547331867693,-88.1098621998659,-81.2923643201433,-96.5461373629995,-49.056830286854,-53.1448665991029,-64.372189328352,-59.0684770904279,-63.3831570021999,-73.3945195097439,-73.2260010276651,-72.0990791385055,-85.8950033358095,-88.1499444197074,-80.7680230431642,-99.1484106284439,-92.5883731674766,-93.3480033855908,-97.5923444606434,-66.0951745227074,-63.2596056830359,-67.2886646139304,-75.8686903840395,-77.3300640098951,-81.2887184836896,-79.1198172946169,-80.3220897555202,-84.692445164309,-95.4278948182136,-96.2822364037954,-99.6122147043627,-93.6849646442545,-94.3885508486274,-92.2945900923226,-62.464022990292,-75.5155106501316,-79.3531712654756,-81.4093918946071,-89.887078763728,-85.6574136748064,-93.3824192472738,-90.4932134041518,-92.0218342576093,-95.3639765928766,-97.5052897225879,-97.310112358665,-97.7618496617308,-104.175943149637,-105.046026754137,-72.270680218563,-79.9335024064272,-86.5886418734523,-86.2931479539456,-96.4480153630197,-88.4670664477504,-92.6159614846922,-99.7264803612708,-100.570062145974,-95.6121944495582,-94.9345683810507,-98.0750473401953,-108.398093669407,-99.2735944056665,-112.891308922695,-83.3298745664672,-81.4662950744983,-91.0375850875633,-90.042183347042,-88.0698057073201,-99.8999574041506,-93.0179405988071,-99.3726106980396,-97.472414393255,-98.277921019524,-104.686777378032,-102.00571250443,-100.682804584189,-108.483684033431,-116.480828398728,-81.6339840266107,-91.9191776614673,-92.8362297425707,-95.3743337505489,-97.7990294593158,-98.9795287541068,-101.048691152275,-100.880357908541,-98.4330564858031,-103.845452603427,-105.535290609987,-117.690673252154,-117.325035426539,-105.241961052462,-105.971127103016,-89.9343610835056,-92.4436233092605,-102.645270197379,-110.499877479502,-98.0398062457399,-107.903847101997,-102.480208624207,-114.106541308007,-110.118876934864,-98.1868042122049,-107.448598920994,-101.91726555239,-99.2257871363432,-108.20179993032,-99.3284765146488
